"job_id","job_role","job_role_ext","post_title","post_url","company_name","company_url","country","location","job_type","salary","scrape_date","posted","info_remote","post_language","description"
"ff6c011dbde78afe","de","data engineer","Data Engineer","https://www.indeed.com/viewjob?jk=ff6c011dbde78afe","Comcentric","","us","Charlotte, NC","Full-time, Contract","","2022-04-24","Posted Today","Comcentric - Charlotte, NC","en","

We are seeking a Sr. Data Engineer for a 6-month in Charlotte, NC. 
**Hybrid work model, in office 1-2 days/week starting May/June**
 Responsibilities:

Builds, tests and enhances data curation pipelines integration data from wide variety of sources like DBMS, File systems, APIs and streaming systems for various KPIs and metrics development with high data quality and integrity
Works with Data Science team to understand mathematical models and algorithms
Works to ensure the manipulation and administration of data and systems are secure and in accordance with enterprise governance by staying compliant with industry best practices, enterprise standards, corporate policy and department procedures
Maintains the health and monitoring of assigned data engineering capabilities that span analytic functions by triaging maintenance issues

Qualifications:

Hands on experience with Scala, Kafka, Spark, and Air Flow
Bachelor's Degree in Engineering /Computer Science, CIS, or related field (or equivalent work experience in a related field)
Experience in Data or BI Engineering, Data Warehousing/ETL, or Software Engineering
Experience working on projects involving the implementation of solutions applying development life cycles (SDLC)

H1B and Green Card Holders welcome to apply. 
If qualified, interested, and available (or know of somebody who is), please send an updated resume and pay requirements for immediate consideration to bonnie.kutin@comcentric.com 
Bonnie Kutin Recruiter Comcentric Inc. bonnie.kutin@comcentric.com  (805) 208-2137 direct

"
"c013e5899a5858b0","de","data engineer","AWS Big Data Engineer","https://www.indeed.com/viewjob?jk=c013e5899a5858b0","JPMorgan Chase Bank, N.A.","https://www.indeed.com/cmp/Chase-2?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2rqd2s7na800&fromjk=c013e5899a5858b0","us","Plano, TX","Full-time","","2022-04-24","Posted today","JPMorgan Chase Bank, N.A. - 8,685 reviews - Plano, TX","en","

  As an experienced member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
  
 This role requires a wide variety of strengths and capabilities, including:
  

BS/BA degree or equivalent experience
Expertise in application, data, and infrastructure architecture disciplines
Advanced knowledge of architecture and design across all systems
Proficiency in multiple modern programming languages
Knowledge of industry-wide technology trends and best practices
Keen understanding of financial control and budget management
Ability to work in large, collaborative teams to achieve organizational goals
Passionate about building an innovative culture

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management. 
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. 
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the 'WELL Health-Safety Rating' for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
 As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.
 Equal Opportunity Employer/Disability/Veterans

"
"36b84c69f141cd1a","de","data engineer","Data Engineer Snowflake","https://www.indeed.com/viewjob?jk=36b84c69f141cd1a","Deloitte","https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2s33pj7a2800&fromjk=36b84c69f141cd1a","us","Houston, TX 77002","Full-time","","2022-04-24","Posted Today","Deloitte - 10,607 reviews - Houston, TX 77002","en","

  Are you an experienced, passionate pioneer in technology? As an experienced 
  Data Engineer, you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. PDM practitioners are local to project locations, minimizing extensive travel, and provides you with a full career path within the firm. 
  

Essential Functions:


 Partner with the Analytics team to automate processes that improve data utilization for insights and reporting needs.
 Develop and implement most levels of our data stack (ingestion layer, modeling layer, analytics, etc.). Debug production issues across services and multiple levels of the stack.
 Design, build and improve our ETL platform and pipelines that integrate with our Data lake and Messaging platform. Manage integrations with 3rd party CDP solution(s), constantly improving the efficiency, cost-effectiveness and quality of the integration.
 Determine additional technology requirements and data infrastructure needs to support growing business requirements
 Write, analyze and debug SQL queries that range in difficulty from simple to complex
 Ensure standards for engineering excellence, scalability, reliability, and reusability


 The Team

 The US Data Engineering Snowflake Offering focuses on enabling our client's end-to-end journey from On-Premises to Cloud, with opportunities in the areas of Cloud Strategy and Op Model Transformation, Cloud Development & Integration, Cloud Migration, and Cloud Infrastructure & Managed Services. Cloud Engineering supports our clients as they improve agility, resilience and identifies opportunities to reduce IT operations spend through automation by enabling Cloud.
  

Qualifications


Required


Bachelor's Degree preferably in Computer Science, Information Technology, Computer Engineering, or related IT discipline; or equivalent experience.
 Understanding of processing and modeling large, complex data sets for Analytical use cases with Database technologies such as AWS Redshift, Spark, Teradata or equivalent.
 Ability to communicate effectively and work independently with little supervision to deliver on time quality products.
 Willingness to learn, be open minded to new ideas and different opinions yet knowing when to stop, analyze, and reach a decision.
 Familiarity with AWS cloud technologies such as Elastic Map Reduce (EMR), Kinesis, Athena.
 Familiarity with BI and Visualization platforms such as MicroStrategy and AWS Quicksight.
 Travel up to 10% annually.
 Limited Sponsorship: Limited immigration sponsorship may be available.


"
"1952782bea84f851","de","data engineer","Cloud Data Engineer","https://www.indeed.com/viewjob?jk=1952782bea84f851","JPMorgan Chase Bank, N.A.","https://www.indeed.com/cmp/Chase-2?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2sag8s9vp800&fromjk=1952782bea84f851","us","Jersey City, NJ","Full-time","","2022-04-24","Posted today","JPMorgan Chase Bank, N.A. - 8,685 reviews - Jersey City, NJ","en","

  This individual will be expected to work with other CCB Software and Data Engineering teams within the firm to agree and implement best practices. 
  

Overall responsibilities include design, develop, deliver, innovate and own software in the cloud 
Develop engineering capabilities that advance big data and cloud adoption 
Provide engineering leadership to CCB Data Technology Team by bringing in core engineering skills, agile processes and competencies, new technologies and decommissioning of legacy platforms. 
Excellent verbal and written communication will be essential for effectiveness in this role 
Build, train and develop depth and skill of technology staff to improve overall delivery stream and quality of our application portfolio 
Own and implement data engineering coding principles and standards and deploy, designs and framework and be responsible for code optimization and performance of platform 

The role has the responsibility for delivery of technology for the systems globally. The candidate will work closely with the regional and global teams to deliver high quality technology services and projects on time, on scope, and on budget. 
Technical/Domain Skills : 5-7 years of work experience in people management and engineering tasks. 


Demonstrated working expertise and hands-on experience with big data technologies including batch and streaming solutions 
Hands-on experience working with delivering software in AWS cloud 
Experience in Big Data platforms which should include experience with Hadoop, Spark, Kafka or similar technologies 
Knowledge and experience in any one of the following languages: Java, Scala or Python 
Knowledge and experience in infrastructure technologies like: Docker, Kubernetes, Teraform or similar technologies 
Demonstrated strength in leading engineering efforts and mentoring other engineers 
Apply latest DevOps concepts to continuously improve and transform platform into a highly available, highly maintainable platform 
Experience with Agile development methodologies 

Required Capabilities: 


Ability to build relationships across Lines of Businesses, Technology, and Business Partners where relevant 
Must have excellent interpersonal, relationship and negotiating skills 

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management. 
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. 
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the 'WELL Health-Safety Rating' for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
 As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.
 Equal Opportunity Employer/Disability/Veterans

"
"540b3041e0d3f4fc","de","data engineer","Big Data Engineer - Java/Scala/Spark","https://www.indeed.com/viewjob?jk=540b3041e0d3f4fc","JPMorgan Chase Bank, N.A.","https://www.indeed.com/cmp/Chase-2?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2shtnt5hq800&fromjk=540b3041e0d3f4fc","us","Plano, TX","Full-time","","2022-04-24","Posted today","JPMorgan Chase Bank, N.A. - 8,685 reviews - Plano, TX","en","

  As a 
  Big Data Software Engineer within the group 
  

You will define, develop, test, analyze, and maintain new and current processes, storage and distribution in support of the achievement of business requirements. This includes staging, coding, testing datasets and the analysis of data. 
You should be able to also research, design, document, and modify data specifications throughout the production life cycle. 
Drive upkeep program to ensure the GWM Data Reservoir is operating on the most up-to-date approved SW and HW standards 
Ensure the GWM Data Reservoir is complaint with all JPMC Control policies 
It is expected to have a proven track record of developing high-volume database application software, from initial requirements definition through deployment into production. 
You will utilize mature programming methodologies and languages and adhere to coding standards, procedures and techniques while contributing to the technical code documentation. 


Experience & Skills: 


Bachelor's Degree with specialized coursework in Computer Science or Management Information Systems 
6+ years of experience developing enterprise-grade data integration solution 
Good knowledge of Java and JVM, Python/JavaScript and Linux system (5+ years' experience required); you should be capable of programming in compiled and dynamic languages. 
Should have worked on Big Data, Spark and Hadoop platforms. 
Good understanding of Kafka 
You have expertise in data stores (both transactional and non-transactional), and can code in a highly concurrent environment. 
Prior ETL development job experience required; 4+ years of experience ideal 
Ability to operate effectively in ambiguous situations. 
Ability to learn quickly, manage work independently and is a team player 
Familiarity with Agile software development methodologies to ensure the early and continuous delivery of software 

Communication and Relationship Management  

Develop productive business relationships and integrate activities with IT team members, Quality Assurance, Software Development and Database Administration teams, to ensure successful deployment and support of Production issues and various Projects/Assignments handled in Applications domain. 
Work collaboratively with stakeholders to facilitate and positively influence solution development and ongoing support. Maintains confidentiality of information and uses information appropriately. 
Exhibits sound judgment when making decisions and recommendations and serve as the conduit between the customer community (internal clients) and the software development team through which requirements flow. 


Technical Skills Good to have 


Experience with Cassandra 
Modelling and API development 

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management. 
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. 
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the 'WELL Health-Safety Rating' for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
 As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.
 Equal Opportunity Employer/Disability/Veterans

"
"5ea4d83b1070ac5c","de","data engineer","Data Engineer, Analytics & Cognitive - Senior Consultant (SQL/Python)","https://www.indeed.com/viewjob?jk=5ea4d83b1070ac5c","Deloitte","https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2srt4t5jh800&fromjk=5ea4d83b1070ac5c","us","Atlanta, GA 30303","Full-time","","2022-04-24","Posted Today","Deloitte - 10,607 reviews - Atlanta, GA 30303","en","

The Team


Analytics & Cognitive

 In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
  
 The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
  
 Analytics & Cognitive will work with our clients to:
  

 Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
 Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
 Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements


 Qualifications


Required: 


3+ years of relevant technology architecture consulting or industry experience to include experience in Information delivery, Analytics and Business Intelligence based on data 
2+ years experience in R and/or python 
2+ years experience SQL 
2+ years of hands on experience with data core modernization and data ingestion. 
1+ years experience leading workstreams or small teams 
Bachelors Degree or equivalent professional experience 
Travel up 50% (While 50% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice 
Limited immigration sponsorship may be available. 


Preferred: 


Experience with Cloud using Amazon Web Services (AWS), Microsoft Azure, or Google Cloud Platform (GCP) 
Understanding of the benefits of data warehousing, data architecture, data quality processes, data warehousing design and implementation, table structure, fact and dimension tables, logical and physical database design, data modeling, reporting process metadata, and ETL processes. 
Experience designing and implementing reporting and visualization for unstructured and structured data sets 
Experience in designing and implementing scalable, distributed systems leveraging cloud computing technologies like AWS EC2, AWS Elastic Map Reduce and Microsoft Azure 
Experience designing and developing data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching 
Knowledge of data, master data and metadata related standards, processes and technology 
Experience working with multi-Terabyte data sets 
Experience with Data Integration on traditional and Hadoop environments 
Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).


"
"8922be31493cd7ef","de","data engineer","Secure Insights - Data Engineer","https://www.indeed.com/viewjob?jk=8922be31493cd7ef","JPMorgan Chase Bank, N.A.","https://www.indeed.com/cmp/Chase-2?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2t4d7t5ej800&fromjk=8922be31493cd7ef","us","New York, NY","Full-time","","2022-04-24","Posted today","JPMorgan Chase Bank, N.A. - 8,685 reviews - New York, NY","en","

Employer Description

 JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
  
 We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and emplo
  

Job Description 

 Cloud, Microservices, event-driven systems and high volume data management are some of the patterns & technologies which are driving the future architecture at JPMC. Doing so in a resilient, performant and secure way are the goals of our team. We, the Secure Insight team are on the forefront of maturing these patterns/technologies by applying them to solve complex production use cases. We look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. We embrace an open culture of ownership, experimentation and constantly strive for improvement and learning. 
  
 As a member on our team, you will contribute to data engineering complex workloads on cloud platform. You will have the opportunity to help execute a strategy to build mindshare and broad adoption of cloud-based solutions across Bank products. The ability to connect modern data engineering practices and methodologies with measurable business value is critical to this role. 
  
 The ideal candidate has past experience engineering solutions for large scale distributed data intense applications on private and/or public cloud platforms. You will enjoy building upon your existing technical skills while developing new ones. 
  

Responsibilities: 

 Design and Development (60%) 
  

Work with Cloud Architect to identify data components and process flows 
Design and Develop data ingestion processes into Hadoop/AWS Platform 
Collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy 
Identify, analyze, and interpret trends or patterns in complex data sets 
Innovate new ways of managing, transforming and validating data 
Establish and enforce guidelines to ensure consistency, quality and completeness of data assets 
Apply quality assurance best practices to all work products 

Team building/Lead/Mentor Junior resource (40%)  

Act as the coach and mentor to team members on their assigned project tasks 
Develop a cohesive data engineering team and ensure their continued success 
Conduct product work reviews with team members  


Qualifications: 


BS/BA degree or equivalent experience 
Advanced knowledge of application, data and infrastructure architecture disciplines 
5+ Experience in a Big Data technologies (Spark, Impala, Hive, Redshift, Kafka, etc.) 
3+ years of Experience in Java Development 
2+ years of Experience with Python is preferred 
Experience performing data analytics on AWS/Hadoop-based platforms is preferred 
Experience in implementing complex ETL transformations on big data platform like NoSQL databases (Mongo, DynamoDB, Cassandra) 
Familiarity with relational database environment (Oracle, SQL Server, etc.) leveraging databases, tables/views, stored procedures, agent jobs, etc. 
Strong development discipline and adherence to best practices and standards 
Demonstrated independent problem solving skills and ability to develop solutions to complex analytical/data-driven problems 
Experience with data management process on AWS is a huge Plus 
Experience in Data Science, Machine Learning and AI is a plus 
Experience of working in a development teams, using agile techniques and Object Oriented development and scripting languages 
Comfortable learning cutting edge technologies and applications to greenfield project 
Analyze, design and code business-related solutions, as well as core architectural changes, using an Agile programming approach resulting in software delivered on time and in budget 

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management. 
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs. 
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the 'WELL Health-Safety Rating' for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
 As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.
 Equal Opportunity Employer/Disability/Veterans

"
"2cfa38da1e53c9f0","de","data engineer","Data Engineer, Analytics & Cognitive - Senior Consultant (SQL/Python)","https://www.indeed.com/viewjob?jk=2cfa38da1e53c9f0","Deloitte","https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2tdkhj79k800&fromjk=2cfa38da1e53c9f0","us","Charlotte, NC 28202","Full-time","","2022-04-24","Posted Today","Deloitte - 10,607 reviews - Charlotte, NC 28202","en","

The Team


Analytics & Cognitive

 In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
  
 The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
  
 Analytics & Cognitive will work with our clients to:
  

 Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
 Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
 Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements


 Qualifications


Required: 


3+ years of relevant technology architecture consulting or industry experience to include experience in Information delivery, Analytics and Business Intelligence based on data 
2+ years experience in R and/or python 
2+ years experience SQL 
2+ years of hands on experience with data core modernization and data ingestion. 
1+ years experience leading workstreams or small teams 
Bachelors Degree or equivalent professional experience 
Travel up 50% (While 50% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice 
Limited immigration sponsorship may be available. 


Preferred: 


Experience with Cloud using Amazon Web Services (AWS), Microsoft Azure, or Google Cloud Platform (GCP) 
Understanding of the benefits of data warehousing, data architecture, data quality processes, data warehousing design and implementation, table structure, fact and dimension tables, logical and physical database design, data modeling, reporting process metadata, and ETL processes. 
Experience designing and implementing reporting and visualization for unstructured and structured data sets 
Experience in designing and implementing scalable, distributed systems leveraging cloud computing technologies like AWS EC2, AWS Elastic Map Reduce and Microsoft Azure 
Experience designing and developing data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching 
Knowledge of data, master data and metadata related standards, processes and technology 
Experience working with multi-Terabyte data sets 
Experience with Data Integration on traditional and Hadoop environments 
Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).


"
"a410693dbd1f651b","de","data engineer","Data Engineer, Analytics & Cognitive - Senior Consultant (SQL/Python)","https://www.indeed.com/viewjob?jk=a410693dbd1f651b","Deloitte","https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2tl9s3kmp002&fromjk=a410693dbd1f651b","us","Miami, FL 33131","Full-time","","2022-04-24","Posted Today","Deloitte - 10,607 reviews - Miami, FL 33131","en","

The Team


Analytics & Cognitive

 In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
  
 The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
  
 Analytics & Cognitive will work with our clients to:
  

 Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
 Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
 Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements


 Qualifications


Required: 


3+ years of relevant technology architecture consulting or industry experience to include experience in Information delivery, Analytics and Business Intelligence based on data 
2+ years experience in R and/or python 
2+ years experience SQL 
2+ years of hands on experience with data core modernization and data ingestion. 
1+ years experience leading workstreams or small teams 
Bachelors Degree or equivalent professional experience 
Travel up 50% (While 50% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice 
Limited immigration sponsorship may be available. 


Preferred: 


Experience with Cloud using Amazon Web Services (AWS), Microsoft Azure, or Google Cloud Platform (GCP) 
Understanding of the benefits of data warehousing, data architecture, data quality processes, data warehousing design and implementation, table structure, fact and dimension tables, logical and physical database design, data modeling, reporting process metadata, and ETL processes. 
Experience designing and implementing reporting and visualization for unstructured and structured data sets 
Experience in designing and implementing scalable, distributed systems leveraging cloud computing technologies like AWS EC2, AWS Elastic Map Reduce and Microsoft Azure 
Experience designing and developing data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching 
Knowledge of data, master data and metadata related standards, processes and technology 
Experience working with multi-Terabyte data sets 
Experience with Data Integration on traditional and Hadoop environments 
Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).


"
"1aeef96e47e8bb8a","de","data engineer","Data Engineer, Analytics & Cognitive - Senior Consultant (SQL/Python)","https://www.indeed.com/viewjob?jk=1aeef96e47e8bb8a","Deloitte","https://www.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1g1e2tvm8t5mr800&fromjk=1aeef96e47e8bb8a","us","Tampa, FL 33602","Full-time","","2022-04-24","Posted Today","Deloitte - 10,607 reviews - Tampa, FL 33602","en","

The Team


Analytics & Cognitive

 In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
  
 The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
  
 Analytics & Cognitive will work with our clients to:
  

 Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
 Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
 Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements


 Qualifications


Required: 


3+ years of relevant technology architecture consulting or industry experience to include experience in Information delivery, Analytics and Business Intelligence based on data 
2+ years experience in R and/or python 
2+ years experience SQL 
2+ years of hands on experience with data core modernization and data ingestion. 
1+ years experience leading workstreams or small teams 
Bachelors Degree or equivalent professional experience 
Travel up 50% (While 50% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice 
Limited immigration sponsorship may be available. 


Preferred: 


Experience with Cloud using Amazon Web Services (AWS), Microsoft Azure, or Google Cloud Platform (GCP) 
Understanding of the benefits of data warehousing, data architecture, data quality processes, data warehousing design and implementation, table structure, fact and dimension tables, logical and physical database design, data modeling, reporting process metadata, and ETL processes. 
Experience designing and implementing reporting and visualization for unstructured and structured data sets 
Experience in designing and implementing scalable, distributed systems leveraging cloud computing technologies like AWS EC2, AWS Elastic Map Reduce and Microsoft Azure 
Experience designing and developing data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching 
Knowledge of data, master data and metadata related standards, processes and technology 
Experience working with multi-Terabyte data sets 
Experience with Data Integration on traditional and Hadoop environments 
Strong oral and written communication skills, including presentation skills (MS Visio, MS PowerPoint).


"
